Zm00001eb000010	4626
Zm00001eb000020	141
Zm00001eb000030	14
Zm00001eb000040	6
Zm00001eb000050	1
Zm00001eb000060	1309
Zm00001eb000070	0
Zm00001eb000080	3901
Zm00001eb000090	0
Zm00001eb000100	0
Zm00001eb000110	0
Zm00001eb000120	0
Zm00001eb000130	0
Zm00001eb000140	0
Zm00001eb000150	11
Zm00001eb000160	325
Zm00001eb000170	3886
Zm00001eb000180	8
Zm00001eb000190	4101
Zm00001eb000200	0
Zm00001eb000210	3150
Zm00001eb000220	5300
Zm00001eb000230	3980
Zm00001eb000240	1612
Zm00001eb000250	0
Zm00001eb000260	0
Zm00001eb000270	1787
Zm00001eb000280	62
Zm00001eb000290	0
Zm00001eb000300	451
Zm00001eb000310	686
Zm00001eb000320	3112
Zm00001eb000330	413
Zm00001eb000340	6166
Zm00001eb000350	0
Zm00001eb000360	0
Zm00001eb000370	0
Zm00001eb000380	0
Zm00001eb000390	0
Zm00001eb000400	2
Zm00001eb000410	0
Zm00001eb000420	1850
Zm00001eb000430	0
Zm00001eb000440	0
Zm00001eb000450	0
Zm00001eb000460	1
Zm00001eb000470	278
Zm00001eb000480	36003
Zm00001eb000490	5
Zm00001eb000500	558
Zm00001eb000510	5202
Zm00001eb000520	5517
Zm00001eb000530	0
Zm00001eb000540	2
Zm00001eb000550	1135
Zm00001eb000560	0
Zm00001eb000570	137
Zm00001eb000580	0
Zm00001eb000590	4036
Zm00001eb000600	0
Zm00001eb000610	0
Zm00001eb000620	34790
Zm00001eb000630	0
Zm00001eb000640	683
Zm00001eb000650	117
Zm00001eb000660	0
Zm00001eb000670	2781
Zm00001eb000680	1
Zm00001eb000690	1160
Zm00001eb000700	3212
Zm00001eb000710	611
Zm00001eb000720	71
Zm00001eb000730	0
Zm00001eb000740	4841
Zm00001eb000750	1253
Zm00001eb000760	84
Zm00001eb000770	2907
Zm00001eb000780	3019
Zm00001eb000790	750
Zm00001eb000800	5467
Zm00001eb000810	0
Zm00001eb000820	2262
Zm00001eb000830	4
Zm00001eb000840	1
Zm00001eb000850	1344
Zm00001eb000860	3837
Zm00001eb000870	5388
Zm00001eb000880	17
Zm00001eb000890	0
Zm00001eb000900	5
Zm00001eb000910	859
Zm00001eb000920	5824
Zm00001eb000930	37
Zm00001eb000940	1
Zm00001eb000950	4320
Zm00001eb000960	194
Zm00001eb000970	1702
Zm00001eb000980	505
Zm00001eb000990	0
Zm00001eb001000	5668
Zm00001eb001010	196
Zm00001eb001020	1242
Zm00001eb001030	0
Zm00001eb001040	4076
Zm00001eb001050	520
Zm00001eb001060	98
Zm00001eb001070	2182
Zm00001eb001080	61
Zm00001eb001090	0
Zm00001eb001100	0
Zm00001eb001110	2652
Zm00001eb001120	12274
Zm00001eb001130	2910
Zm00001eb001140	1042
Zm00001eb001150	236
Zm00001eb001160	6
Zm00001eb001170	13790
Zm00001eb001180	4272
Zm00001eb001190	0
Zm00001eb001200	10963
Zm00001eb001210	0
Zm00001eb001220	0
Zm00001eb001230	0
Zm00001eb001240	2070
Zm00001eb001250	0
Zm00001eb001260	448
Zm00001eb001270	2638
Zm00001eb001280	52
Zm00001eb001290	2154
Zm00001eb001300	0
Zm00001eb001310	0
Zm00001eb001320	0
Zm00001eb001330	0
Zm00001eb001340	463
Zm00001eb001350	605
Zm00001eb001360	1618
Zm00001eb001370	15
Zm00001eb001380	0
Zm00001eb001390	103
Zm00001eb001400	5272
Zm00001eb001410	0
Zm00001eb001420	0
Zm00001eb001430	9134
Zm00001eb001440	133
Zm00001eb001450	0
Zm00001eb001460	277
Zm00001eb001470	663
Zm00001eb001480	0
Zm00001eb001490	2078
Zm00001eb001500	45
Zm00001eb001510	57
Zm00001eb001520	286
Zm00001eb001530	1800
Zm00001eb001540	0
Zm00001eb001550	51
Zm00001eb001560	22
Zm00001eb001570	6981
Zm00001eb001580	0
Zm00001eb001590	3706
Zm00001eb001600	512
Zm00001eb001610	0
Zm00001eb001620	0
Zm00001eb001630	0
Zm00001eb001640	3031
Zm00001eb001650	6452
Zm00001eb001660	0
Zm00001eb001670	1630
Zm00001eb001680	5895
Zm00001eb001690	0
Zm00001eb001700	488
Zm00001eb001710	2029
Zm00001eb001720	170
Zm00001eb001730	0
Zm00001eb001740	166
Zm00001eb001750	6
Zm00001eb001760	1774
Zm00001eb001770	8562
Zm00001eb001780	1011
Zm00001eb001790	0
Zm00001eb001800	0
Zm00001eb001810	1811
Zm00001eb001820	2
Zm00001eb001830	3
Zm00001eb001840	14164
Zm00001eb001850	72
Zm00001eb001860	3367
Zm00001eb001870	2969
Zm00001eb001880	2567
Zm00001eb001890	2008
Zm00001eb001900	1449
Zm00001eb001910	1757
Zm00001eb001920	0
Zm00001eb001930	54
Zm00001eb001940	11622
Zm00001eb001950	8022
Zm00001eb001960	0
Zm00001eb001970	376
Zm00001eb001980	340
Zm00001eb001990	0
Zm00001eb002000	2688
Zm00001eb002010	45
Zm00001eb002020	972
Zm00001eb002030	10
Zm00001eb002040	2218
Zm00001eb002050	0
Zm00001eb002060	12020
Zm00001eb002070	667
Zm00001eb002080	0
Zm00001eb002090	79
Zm00001eb002100	7569
Zm00001eb002110	0
Zm00001eb002120	0
Zm00001eb002130	0
Zm00001eb002140	0
Zm00001eb002150	0
Zm00001eb002160	1469
Zm00001eb002170	742
Zm00001eb002180	14509
Zm00001eb002190	1052
Zm00001eb002200	161
Zm00001eb002210	0
Zm00001eb002220	5640
Zm00001eb002230	0
Zm00001eb002240	184
Zm00001eb002250	12533
Zm00001eb002260	5234
Zm00001eb002270	39170
Zm00001eb002280	1687
Zm00001eb002290	12
Zm00001eb002300	0
Zm00001eb002310	0
Zm00001eb002320	2492
Zm00001eb002330	0
Zm00001eb002340	0
Zm00001eb002350	0
Zm00001eb002360	0
Zm00001eb002370	0
Zm00001eb002380	606
Zm00001eb002390	0
Zm00001eb002400	0
Zm00001eb002410	4
Zm00001eb002420	3201
Zm00001eb002430	4782
Zm00001eb002440	12
Zm00001eb002450	1579
Zm00001eb002460	1428
Zm00001eb002470	84
Zm00001eb002480	39
Zm00001eb002490	5989
Zm00001eb002500	0
Zm00001eb002510	4434
Zm00001eb002520	526
Zm00001eb002530	3467
Zm00001eb002540	645
Zm00001eb002550	1956
Zm00001eb002560	5624
Zm00001eb002570	1233
Zm00001eb002580	1775
Zm00001eb002590	31
Zm00001eb002600	0
Zm00001eb002610	2310
Zm00001eb002620	5905
Zm00001eb002630	0
Zm00001eb002640	1931
Zm00001eb002650	0
Zm00001eb002660	1025
Zm00001eb002670	0
Zm00001eb002680	27
Zm00001eb002690	10901
Zm00001eb002700	18
Zm00001eb002710	0
Zm00001eb002720	0
Zm00001eb002730	0
Zm00001eb002740	402
Zm00001eb002750	0
Zm00001eb002760	48
Zm00001eb002770	0
Zm00001eb002780	0
Zm00001eb002790	0
Zm00001eb002800	0
Zm00001eb002810	2981
Zm00001eb002820	875
Zm00001eb002830	0
Zm00001eb002840	98
Zm00001eb002850	1240
Zm00001eb002860	0
Zm00001eb002870	326
Zm00001eb002880	1
Zm00001eb002890	0
Zm00001eb002900	0
Zm00001eb002910	117
Zm00001eb002920	29
Zm00001eb002930	1640
Zm00001eb002940	1170
Zm00001eb002950	575
Zm00001eb002960	9237
Zm00001eb002970	0
Zm00001eb002980	0
Zm00001eb002990	0
Zm00001eb003000	2420
Zm00001eb003010	4547
Zm00001eb003020	3047
Zm00001eb003030	9240
Zm00001eb003040	3425
Zm00001eb003050	0
Zm00001eb003060	2
Zm00001eb003070	3029
Zm00001eb003080	109
Zm00001eb003090	214
Zm00001eb003100	0
Zm00001eb003110	210
Zm00001eb003120	0
Zm00001eb003130	3429
Zm00001eb003140	14
Zm00001eb003150	0
Zm00001eb003160	0
Zm00001eb003170	2819
Zm00001eb003180	6887
Zm00001eb003190	6255
Zm00001eb003200	528
Zm00001eb003210	0
Zm00001eb003220	0
Zm00001eb003230	0
Zm00001eb003240	0
Zm00001eb003250	0
Zm00001eb003260	0
Zm00001eb003270	0
Zm00001eb003280	0
Zm00001eb003290	0
Zm00001eb003300	0
Zm00001eb003310	338
Zm00001eb003320	116
Zm00001eb003330	162
Zm00001eb003340	237
Zm00001eb003350	5745
Zm00001eb003360	1651
Zm00001eb003370	0
Zm00001eb003380	0
Zm00001eb003390	0
Zm00001eb003400	19
Zm00001eb003410	0
Zm00001eb003420	961
Zm00001eb003430	1
Zm00001eb003440	349
Zm00001eb003450	29
Zm00001eb003460	799
Zm00001eb003470	0
Zm00001eb003480	19264
Zm00001eb003490	2935
Zm00001eb003500	0
Zm00001eb003510	2528
Zm00001eb003520	0
Zm00001eb003530	0
Zm00001eb003540	1815
Zm00001eb003550	1379
Zm00001eb003560	0
Zm00001eb003570	16
Zm00001eb003580	35
Zm00001eb003590	9
Zm00001eb003600	0
Zm00001eb003610	0
Zm00001eb003620	0
Zm00001eb003630	0
Zm00001eb003640	0
Zm00001eb003650	59
Zm00001eb003660	0
Zm00001eb003670	400
Zm00001eb003680	0
Zm00001eb003690	1528
Zm00001eb003700	40
Zm00001eb003710	0
Zm00001eb003720	4
Zm00001eb003730	28239
Zm00001eb003740	0
Zm00001eb003750	166
Zm00001eb003760	3799
Zm00001eb003770	0
Zm00001eb003780	4059
Zm00001eb003790	0
Zm00001eb003800	0
Zm00001eb003810	6353
Zm00001eb003820	323
Zm00001eb003830	44690
Zm00001eb003840	3967
Zm00001eb003850	949
Zm00001eb003860	0
Zm00001eb003870	0
Zm00001eb003880	3092
Zm00001eb003890	3796
Zm00001eb003900	249
Zm00001eb003910	0
Zm00001eb003920	0
Zm00001eb003930	1094
Zm00001eb003940	0
Zm00001eb003950	0
Zm00001eb003960	16
Zm00001eb003970	384
Zm00001eb003980	1
Zm00001eb003990	0
Zm00001eb004000	79
Zm00001eb004010	0
Zm00001eb004020	58
Zm00001eb004030	2903
Zm00001eb004040	2
Zm00001eb004050	6608
Zm00001eb004060	781
Zm00001eb004070	0
Zm00001eb004080	0
Zm00001eb004090	1246
Zm00001eb004100	0
Zm00001eb004110	0
Zm00001eb004120	3353
Zm00001eb004130	0
Zm00001eb004140	515
Zm00001eb004150	0
Zm00001eb004160	2036
Zm00001eb004170	16944
Zm00001eb004180	583
Zm00001eb004190	1295
Zm00001eb004200	4
Zm00001eb004210	7252
Zm00001eb004220	2
Zm00001eb004230	0
Zm00001eb004240	3119
Zm00001eb004250	69
Zm00001eb004260	0
Zm00001eb004270	0
Zm00001eb004280	0
Zm00001eb004290	1272
Zm00001eb004300	0
Zm00001eb004310	1363
Zm00001eb004320	315
Zm00001eb004330	0
Zm00001eb004340	2814
Zm00001eb004350	0
Zm00001eb004360	8
Zm00001eb004370	10340
Zm00001eb004380	0
Zm00001eb004390	3363
Zm00001eb004400	2924
Zm00001eb004410	4826
Zm00001eb004420	52048
Zm00001eb004430	39
Zm00001eb004440	3932
Zm00001eb004450	0
Zm00001eb004460	0
Zm00001eb004470	0
Zm00001eb004480	279
Zm00001eb004490	1230
Zm00001eb004500	5320
Zm00001eb004510	69
Zm00001eb004520	0
Zm00001eb004530	0
Zm00001eb004540	90
Zm00001eb004550	4679
Zm00001eb004560	559
Zm00001eb004570	867
Zm00001eb004580	0
Zm00001eb004590	789
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004620	8
Zm00001eb004630	715
Zm00001eb004640	0
Zm00001eb004650	0
Zm00001eb004660	22674
Zm00001eb004670	658
Zm00001eb004680	0
Zm00001eb004690	0
Zm00001eb004700	383
Zm00001eb004710	0
Zm00001eb004720	0
Zm00001eb004730	11
Zm00001eb004740	0
Zm00001eb004750	26
Zm00001eb004760	0
Zm00001eb004770	498
Zm00001eb004780	4820
Zm00001eb004790	4773
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	2
Zm00001eb004870	0
Zm00001eb004880	0
Zm00001eb004890	5
Zm00001eb004900	0
Zm00001eb004910	0
Zm00001eb004920	0
Zm00001eb004930	0
Zm00001eb004940	4050
Zm00001eb004950	0
Zm00001eb004960	133
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	2540
Zm00001eb005000	1187
Zm00001eb005010	43
Zm00001eb005020	886
Zm00001eb005030	193
Zm00001eb005040	0
Zm00001eb005050	7
Zm00001eb005060	327
Zm00001eb005070	7332
Zm00001eb005080	0
Zm00001eb005090	1
Zm00001eb005100	111
Zm00001eb005110	0
Zm00001eb005120	163
Zm00001eb005130	0
Zm00001eb005140	2560
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	76
Zm00001eb005180	0
Zm00001eb005190	39
Zm00001eb005200	0
Zm00001eb005210	6034
Zm00001eb005220	4305
Zm00001eb005230	908
Zm00001eb005240	0
Zm00001eb005250	0
Zm00001eb005260	0
Zm00001eb005270	3500
Zm00001eb005280	1668
Zm00001eb005290	14
Zm00001eb005300	0
Zm00001eb005310	0
Zm00001eb005320	1148
Zm00001eb005330	79652
Zm00001eb005340	2346
Zm00001eb005350	112
Zm00001eb005360	504
Zm00001eb005370	1039
Zm00001eb005380	19881
Zm00001eb005390	1365
Zm00001eb005400	1911
Zm00001eb005410	0
Zm00001eb005420	4764
Zm00001eb005430	3461
Zm00001eb005440	15
Zm00001eb005450	16
Zm00001eb005460	74320
Zm00001eb005470	0
Zm00001eb005480	24
Zm00001eb005490	105
Zm00001eb005500	0
Zm00001eb005510	0
Zm00001eb005520	0
Zm00001eb005530	4964
Zm00001eb005540	18
Zm00001eb005550	10801
Zm00001eb005560	0
Zm00001eb005570	504
Zm00001eb005580	1
Zm00001eb005590	0
Zm00001eb005600	33
Zm00001eb005610	0
Zm00001eb005620	3
Zm00001eb005630	2821
Zm00001eb005640	44
Zm00001eb005650	0
Zm00001eb005660	5269
Zm00001eb005670	2395
Zm00001eb005680	31
Zm00001eb005690	856
Zm00001eb005700	1341
Zm00001eb005710	2608
Zm00001eb005720	0
Zm00001eb005730	9
Zm00001eb005740	0
Zm00001eb005750	0
Zm00001eb005760	551
Zm00001eb005770	766
Zm00001eb005780	641
Zm00001eb005790	4
Zm00001eb005800	5428
Zm00001eb005810	27
Zm00001eb005820	7474
Zm00001eb005830	1298
Zm00001eb005840	460
Zm00001eb005850	76
Zm00001eb005860	40
Zm00001eb005870	0
Zm00001eb005880	0
Zm00001eb005890	0
Zm00001eb005900	239
Zm00001eb005910	0
Zm00001eb005920	1627
Zm00001eb005930	0
Zm00001eb005940	379
Zm00001eb005950	9236
Zm00001eb005960	7483
Zm00001eb005970	250
Zm00001eb005980	48
Zm00001eb005990	581
Zm00001eb006000	2089
Zm00001eb006010	479
Zm00001eb006020	1084
Zm00001eb006030	0
Zm00001eb006040	1241
Zm00001eb006050	17
Zm00001eb006060	5
Zm00001eb006070	0
Zm00001eb006080	3632
Zm00001eb006090	0
Zm00001eb006100	73
Zm00001eb006110	0
Zm00001eb006120	39
Zm00001eb006130	0
Zm00001eb006140	2129
Zm00001eb006150	1755
Zm00001eb006160	0
Zm00001eb006170	0
Zm00001eb006180	134
Zm00001eb006190	0
Zm00001eb006200	9
Zm00001eb006210	2
Zm00001eb006220	632
Zm00001eb006230	0
Zm00001eb006240	0
Zm00001eb006250	0
Zm00001eb006260	512
Zm00001eb006270	6239
Zm00001eb006280	0
Zm00001eb006290	0
Zm00001eb006300	16396
Zm00001eb006310	9460
Zm00001eb006320	1027
